token	corpus size	all contexts size	frequency	co-frequency	specificity
юдоль	127720	2594	3	1	1.23
планета	127720	2594	3	1	1.23
Смотреть	127720	2594	3	1	1.23
неделю	127720	2594	3	1	1.23
живет	127720	2594	3	1	1.23
удаления	127720	2594	3	1	1.23
областей	127720	2594	3	1	1.23
дополнительный	127720	2594	3	1	1.23
руку	127720	2594	3	1	1.23
вашей	127720	2594	3	1	1.23
локации	127720	2594	3	1	1.23
причиной	127720	2594	3	1	1.23
бессонницы	127720	2594	3	1	1.23
темноту	127720	2594	3	1	1.23
Нельзя	127720	2594	3	1	1.23
лучшим	127720	2594	3	1	1.23
разный	127720	2594	3	1	1.23
гормона	127720	2594	3	1	1.23
рабочей	127720	2594	3	1	1.23
заранее	127720	2594	3	1	1.23
температуре	127720	2594	3	1	1.23
голубым	127720	2594	3	1	1.23
тенями	127720	2594	3	1	1.23
придать	127720	2594	3	1	1.23
Добавь	127720	2594	3	1	1.23
поверх	127720	2594	3	1	1.23
Затем	127720	2594	3	1	1.23
восходит	127720	2594	3	1	1.23
позднее	127720	2594	3	1	1.23
зрителей	127720	2594	3	1	1.23
Рембрандт	127720	2594	3	1	1.23
мягко	127720	2594	3	1	1.23
расположенные	127720	2594	3	1	1.23
комфортных	127720	2594	3	1	1.23
кабинете	127720	2594	3	1	1.23
Используется	127720	2594	3	1	1.23
рабочий	127720	2594	3	1	1.23
лад	127720	2594	3	1	1.23
светодизайна	127720	2594	3	1	1.23
нужен	127720	2594	3	1	1.23
ощущается	127720	2594	3	1	1.23
увидел	127720	2594	3	1	1.23
присутствие	127720	2594	3	1	1.23
панель	127720	2594	3	1	1.23
2700K	127720	2594	3	1	1.23
остаётся	127720	2594	3	1	1.23
цветопередачу	127720	2594	3	1	1.23
отрицательно	127720	2594	3	1	1.23
ею	127720	2594	3	1	1.23
спектре	127720	2594	3	1	1.23
АЧТ	127720	2594	3	1	1.23
намного	127720	2594	3	1	1.23
лампочек	127720	2594	3	1	1.23
исцелять	127720	2594	3	1	1.23
одежда	127720	2594	3	1	1.23
рассказал	127720	2594	3	1	1.23
открывается	127720	2594	3	1	1.23
Международного	127720	2594	3	1	1.23
этим	127720	2594	21	2	1.23
От	127720	2594	21	2	1.23
благодаря	127720	2594	21	2	1.23
менее	127720	2594	21	2	1.23
безопасности	127720	2594	21	2	1.23
только	127720	2594	156	6	1.23
например	127720	2594	49	3	1.22
поскольку	127720	2594	22	2	1.20
окна	127720	2594	22	2	1.20
Я	127720	2594	86	4	1.17
цветовой	127720	2594	52	3	1.17
предметов	127720	2594	23	2	1.17
света	127720	2594	483	13	1.16
себя	127720	2594	53	3	1.15
накаливания	127720	2594	24	2	1.14
важно	127720	2594	24	2	1.14
становится	127720	2594	24	2	1.14
несомненно	127720	2594	4	1	1.12
хижине	127720	2594	4	1	1.12
горит	127720	2594	4	1	1.12
различать	127720	2594	4	1	1.12
зрению	127720	2594	4	1	1.12
веки	127720	2594	4	1	1.12
выражением	127720	2594	4	1	1.12
конкретные	127720	2594	4	1	1.12
важен	127720	2594	4	1	1.12
само	127720	2594	4	1	1.12
разделить	127720	2594	4	1	1.12
Лампы	127720	2594	4	1	1.12
кроется	127720	2594	4	1	1.12
поведении	127720	2594	4	1	1.12
эксперимент	127720	2594	4	1	1.12
другое	127720	2594	4	1	1.12
оптика	127720	2594	4	1	1.12
различной	127720	2594	4	1	1.12
обнаруживает	127720	2594	4	1	1.12
комнатах	127720	2594	4	1	1.12
назначения	127720	2594	4	1	1.12
падал	127720	2594	4	1	1.12
заключается	127720	2594	4	1	1.12
обратить	127720	2594	4	1	1.12
темой	127720	2594	4	1	1.12
величия	127720	2594	4	1	1.12
интернете	127720	2594	4	1	1.12
Нас	127720	2594	4	1	1.12
глава	127720	2594	4	1	1.12
стену	127720	2594	4	1	1.12
условно	127720	2594	4	1	1.12
идею	127720	2594	4	1	1.12
Изучение	127720	2594	4	1	1.12
активности	127720	2594	4	1	1.12
ясный	127720	2594	4	1	1.12
особенность	127720	2594	4	1	1.12
внешние	127720	2594	4	1	1.12
излучают	127720	2594	4	1	1.12
тушить	127720	2594	4	1	1.12
гасить	127720	2594	4	1	1.12
значением	127720	2594	4	1	1.12
61	127720	2594	4	1	1.12
постепенно	127720	2594	4	1	1.12
звездах	127720	2594	4	1	1.12
казалось	127720	2594	4	1	1.12
широкое	127720	2594	4	1	1.12
Обычно	127720	2594	4	1	1.12
направлен	127720	2594	4	1	1.12
таки	127720	2594	4	1	1.12
борьбе	127720	2594	4	1	1.12
ситуациях	127720	2594	4	1	1.12
будете	127720	2594	4	1	1.12
делится	127720	2594	4	1	1.12
направленного	127720	2594	4	1	1.12
отделить	127720	2594	4	1	1.12
вещь	127720	2594	4	1	1.12
локальный	127720	2594	4	1	1.12
слой	127720	2594	4	1	1.12
применить	127720	2594	4	1	1.12
тысячи	127720	2594	4	1	1.12
культуре	127720	2594	4	1	1.12
божественного	127720	2594	4	1	1.12
пытался	127720	2594	4	1	1.12
Таррелл	127720	2594	4	1	1.12
настенные	127720	2594	4	1	1.12
давать	127720	2594	4	1	1.12
вопроса	127720	2594	4	1	1.12
туда	127720	2594	4	1	1.12
изучить	127720	2594	4	1	1.12
усталость	127720	2594	4	1	1.12
резкие	127720	2594	4	1	1.12
Качество	127720	2594	4	1	1.12
Вниз	127720	2594	4	1	1.12
создаёт	127720	2594	4	1	1.12
уюта	127720	2594	4	1	1.12
функцию	127720	2594	4	1	1.12
здоровье	127720	2594	4	1	1.12
Естественное	127720	2594	4	1	1.12
исключительно	127720	2594	4	1	1.12
организм	127720	2594	4	1	1.12
темноте	127720	2594	4	1	1.12
отражают	127720	2594	4	1	1.12
композицию	127720	2594	4	1	1.12
делает	127720	2594	25	2	1.11
способствует	127720	2594	25	2	1.11
мир	127720	2594	56	3	1.11
не	127720	2594	671	16	1.08
цвет	127720	2594	320	9	1.06
бы	127720	2594	59	3	1.06
которой	127720	2594	28	2	1.04
зажечь	127720	2594	5	1	1.03
видят	127720	2594	5	1	1.03
волна	127720	2594	5	1	1.03
считал	127720	2594	5	1	1.03
тонких	127720	2594	5	1	1.03
согласно	127720	2594	5	1	1.03
неопр	127720	2594	5	1	1.03
деталь	127720	2594	5	1	1.03
солнечным	127720	2594	5	1	1.03
лучом	127720	2594	5	1	1.03
185	127720	2594	5	1	1.03
голоса	127720	2594	5	1	1.03
ясно	127720	2594	5	1	1.03
больших	127720	2594	5	1	1.03
единства	127720	2594	5	1	1.03
лампочки	127720	2594	5	1	1.03
земле	127720	2594	5	1	1.03
гаснуть	127720	2594	5	1	1.03
меркнуть	127720	2594	5	1	1.03
Подобно	127720	2594	5	1	1.03
земной	127720	2594	5	1	1.03
простых	127720	2594	5	1	1.03
блеск	127720	2594	5	1	1.03
Лучистая	127720	2594	5	1	1.03
делающая	127720	2594	5	1	1.03
придают	127720	2594	5	1	1.03
заполняющего	127720	2594	5	1	1.03
потолка	127720	2594	5	1	1.03
сильного	127720	2594	5	1	1.03
выбором	127720	2594	5	1	1.03
Наиболее	127720	2594	5	1	1.03
холодным	127720	2594	5	1	1.03
4500	127720	2594	5	1	1.03
преимущества	127720	2594	5	1	1.03
рисунке	127720	2594	5	1	1.03
видимого	127720	2594	5	1	1.03
синим	127720	2594	5	1	1.03
освещает	127720	2594	5	1	1.03
голубыми	127720	2594	5	1	1.03
Возрождения	127720	2594	5	1	1.03
пользу	127720	2594	5	1	1.03
потолочные	127720	2594	5	1	1.03
фон	127720	2594	5	1	1.03
детской	127720	2594	5	1	1.03
кухню	127720	2594	5	1	1.03
повышая	127720	2594	5	1	1.03
уютную	127720	2594	5	1	1.03
светодиодов	127720	2594	5	1	1.03
заметно	127720	2594	5	1	1.03
акцент	127720	2594	5	1	1.03
меняется	127720	2594	5	1	1.03
добавляет	127720	2594	5	1	1.03
нагрева	127720	2594	5	1	1.03
собственный	127720	2594	5	1	1.03
пришел	127720	2594	5	1	1.03
оттенком	127720	2594	5	1	1.03
прекрасно	127720	2594	5	1	1.03
Общий	127720	2594	5	1	1.03
Ну	127720	2594	5	1	1.03
люди	127720	2594	62	3	1.02
либо	127720	2594	29	2	1.02
уровень	127720	2594	29	2	1.02
собой	127720	2594	30	2	1.00
свой	127720	2594	30	2	1.00
К	127720	2594	151	5	0.98
очи	127720	2594	6	1	0.96
ваши	127720	2594	6	1	0.96
встречается	127720	2594	6	1	0.96
раньше	127720	2594	6	1	0.96
литературоведения	127720	2594	6	1	0.96
предполагает	127720	2594	6	1	0.96
обнаруживается	127720	2594	6	1	0.96
душа	127720	2594	6	1	0.96
делать	127720	2594	6	1	0.96
сильный	127720	2594	6	1	0.96
будь	127720	2594	6	1	0.96
реакции	127720	2594	6	1	0.96
действует	127720	2594	6	1	0.96
эпоху	127720	2594	6	1	0.96
погода	127720	2594	6	1	0.96
сильно	127720	2594	6	1	0.96
